Text,Cipher,IC,Letter_1,Letter_2,Letter_3,Letter_4,Letter_5,Letter_6,Letter_7,Letter_8,Letter_9,Bigram_1,Bigram_2,Bigram_3,Bigram_4,Bigram_5
ruzgcfdrkzjrdrenyfivdvdsvijrcrupjszikyurpslkwfixvkjyvirxv,ceaser,0.0557644110275689,r,v,i,d,k,j,u,z,f,ru,dr,jr,fi,vd
dvsbnkwgwxlsodcstwnamsfcjsbzhbkwzxacrcpaykcumlshrvogw,Vigenere,0.0399129172714078,s,w,c,b,k,a,d,v,n,sw,wc,cb,bk,ka
eiorxedkoxonoexsodhrnyrtedwofxnnotxubonhferpxtklax,ColumnarTransposition,0.0685714285714285,o,x,e,n,r,d,t,k,h,ox,xe,en,nr,rd
mvydoluaoldpulpzpuaoldpapzvba,ceaser,0.0812807881773399,p,l,a,d,o,u,v,z,m,ol,ua,ao,ld,dp
uiftipsuftuqfsjpepgujnfmjftcfuxffouifnjovufzpvqvutpnfnpofzbxbzgpsbsbjozebzboeuifvofyqfdufebssjwbmpgsbjo,ceaser,0.0647249190938511,f,u,b,p,s,j,o,z,i,ui,if,ft,uf,jo
czpgxylkbnfsfalhyukchoxhspnrlqfpujlcaydodtpuhoorowhysfu,Vigenere,0.0417508417508417,h,o,p,y,l,f,u,c,s,ho,op,py,yl,lf
kbjzkymhihhehgdzkbkkihjlqqzhjkumkygbvlmmzhdhaqckgdlgjqkqlih,MonoalphabeticSubstitution,0.0713033313851548,k,h,q,j,z,m,g,l,b,kh,hq,qj,jz,zm
cqnfxaumrbaxdwmjwmcqnyujlnfqrlqvjhbnnvurtncqnnwmvjhjubxknxwuhcqnknprwwrwp,ceaser,0.0582191780821917,n,w,q,u,r,j,c,x,m,cq,qn,wm,nf,vj
oetrhwexwnheehexndetpimxhfssoaceeriefshdrincttsx,ColumnarTransposition,0.0691489361702127,e,h,t,x,s,r,n,i,o,eh,ht,tx,xs,sr
hbyxqkqvxcaaptehhdueopzkdbiptrxtiruadzkhzkythlpvhkhdiwtz,Vigenere,0.0487012987012987,h,k,t,p,d,z,x,a,i,hk,kt,tp,pd,dz
rpyqyqusitugurpcmukumipk,MonoalphabeticSubstitution,0.0688405797101449,u,p,r,y,q,i,m,k,s,up,pr,ry,yq,qi
rfckmpcmlcamkcqrmilmukclrfckmpcmlcamkcqrmybkgpcrfcbme,ceaser,0.1015965166908563,c,m,k,r,l,f,p,a,q,rf,fc,pc,kc,ck
fltpgxhiwkgltgkppkiwtuhdlbrjfdrlihwalthgmhnhakgtkdgpzawfhlnawkhkdwtgjphxklnhhabwpdhashfcpihnahfkgltjzlt,MonoalphabeticSubstitution,0.0637730820483533,h,l,k,t,g,p,w,a,f,hl,lk,kt,tg,gp
fopzhaivrizihoeimlqiz,MonoalphabeticSubstitution,0.0714285714285714,i,z,o,h,f,p,a,v,r,iz,zo,oh,hf,fp
umdfmrmrxnmoaesqzttycmxhqwzmcyyjauivnmkehbwrirztgaytznvwgf,Vigenere,0.0387174833635813,m,r,z,t,y,n,a,w,u,mr,rz,zt,ty,yn
nsnfrdoxsatrhxinitonceameotxhiabwsepdsypiitdhgedfmiunaseeavuwawleemhnr,ColumnarTransposition,0.0492753623188405,e,n,a,i,s,d,t,h,r,en,na,ai,is,sd
bereaexctyeetxsrrasseuolyhnnhhgyhbx,ColumnarTransposition,0.0621848739495798,e,h,r,x,y,s,b,a,t,eh,hr,rx,xy,ys
ladeshlmelsdwnlghaeniiodalrtllletrux,ColumnarTransposition,0.073015873015873,l,e,a,d,s,h,n,i,r,le,ea,ad,ds,sh
sodmcuhodwdplpfvcbinlpfinlpflpcbszumnfudnpdbbsocseuzmlbdimzuduclpkzusodmzuuzvndssodcluvcbbzkscpisod,MonoalphabeticSubstitution,0.0630797773654916,d,u,s,c,p,l,b,z,o,du,us,sc,cp,pl
btialrieeesxnkneuxctcdnxkhhfgxaotnie,ColumnarTransposition,0.0507936507936507,e,x,n,t,i,a,k,c,h,ex,xn,nt,ti,ia
ksmnmvfmkjxxhkpkypqymvtkhrypzkpnrekzpxzpkpvqmvfypzreqypzmvevpkqhrxexmkqkpomipvqnuejfjkqmveyekvhbyevbpwmqy,MonoalphabeticSubstitution,0.0681318681318681,k,p,m,v,y,q,e,x,z,kp,pm,mv,vy,yq
cuctplizmitotpmtmzwlcshcofytoqtpliuqzuztlctpmtutlylkpoql,MonoalphabeticSubstitution,0.0759740259740259,t,l,c,p,u,z,m,o,i,tl,lc,cp,pu,uz
juljacmmcvwiklkpudwxvinpncvcdkdjckszdvcpezvkwndjuxivvzhljcpevin,MonoalphabeticSubstitution,0.057347670250896,v,c,j,k,d,i,p,n,u,vc,cj,jk,kd,di
whvwbyksgvcizrtczzckogwadzsfizswtksqobhoyshvskcfghhoyshvsfwgy,ceaser,0.0573770491803278,s,h,w,z,v,y,k,g,c,hv,ks,iz,zs,sf
welceernisyhsiwmofaahdaetatdsomtnetnhraa,ColumnarTransposition,0.0589743589743589,a,e,t,n,s,h,w,r,i,ae,et,tn,ns,sh
yjclngcgmdwmevvuiujaapeviewncgpewewfkdgnxggmumdkgnumfyudkjkgjh,MonoalphabeticSubstitution,0.0523532522474881,g,m,e,u,j,n,d,w,k,gm,me,eu,uj,jn
vkuvrksgerobkgysainxkzoxkjlxusznkcuxrjgyznkevrkgykhazyuutkxuxrgzkxhkluxkznkegxkgcgxkznkecorrlotjznksykrbkyjkhzuxuxixkjozuxzuyuskhuje,ceaser,0.0732130464954892,k,x,u,z,r,g,y,n,j,xk,ux,zn,nk,kg
uyssxolrfxwteiedowexnliwxednexahgrxlfehx,ColumnarTransposition,0.0641025641025641,x,e,l,w,s,o,r,f,i,xe,el,lw,ws,so
alictaabhmgecaxtftnsiunextfuaoinhoxncefxnetsx,ColumnarTransposition,0.0595959595959596,a,t,x,n,e,i,c,f,h,at,tx,xn,ne,ei
euaigttuzngbkozhuzncgey,ceaser,0.0474308300395256,u,g,z,e,t,n,a,i,b,uz,zn,eu,ua,ai
sgmpvqsamwmpvavfkqspmmpnuiyopvlctrvamkkislvfhvfamkkml,MonoalphabeticSubstitution,0.0645863570391872,m,v,p,k,s,a,f,l,q,mv,vp,pk,ks,sa
kyrcocrmncfnxncmjjrcycqmo,MonoalphabeticSubstitution,0.09,c,r,m,n,y,o,j,k,f,cr,rm,mn,ny,yo
orqbrwemboeuifiutdmeibdtdhevdmevsehfbsodateoeelfvrumeqzabboeie,MonoalphabeticSubstitution,0.0698043363299841,e,b,o,d,m,i,r,u,f,eb,bo,od,dm,mi
tldfoaeeaolxbvheneoittntdrsntxeeiror,ColumnarTransposition,0.0666666666666666,e,t,o,n,r,l,d,a,x,et,to,on,nr,rl
fdwyjtqnbrnjwkqwujqjxgiywahakvmgtquxhpvoelcovtqsgubqzvhl,Vigenere,0.0344155844155844,q,w,j,v,t,u,g,h,y,qw,wj,jv,vt,tu
xpthmdbnqlbammuzrdcqnnjzolpaklnjhzzeazqgvdlztgzbgzqtnjmdoj,MonoalphabeticSubstitution,0.0502117362371445,z,n,m,d,q,l,j,t,b,zn,nm,md,dq,ql
feewxttehxohlhxugpunmryaethhdxsehgxntnex,ColumnarTransposition,0.0717948717948717,e,x,h,t,n,u,g,f,w,ex,xh,ht,tn,nu
xjjtxekvnlajurnjdysqrhxeemnvqmbxovmykwnanirursnzyd,Vigenere,0.0416326530612244,n,x,j,r,e,v,y,m,k,nx,xj,jr,re,ev
yqevfavqfgseeafrddoqdredc,MonoalphabeticSubstitution,0.07,e,d,q,f,v,a,r,y,g,ed,dq,qf,fv,va
tpstatdsjtaypgsipygjsyszrw,MonoalphabeticSubstitution,0.0769230769230769,s,t,p,y,a,j,g,d,i,st,tp,py,ya,aj
snnregardyaaalioedduxahwdndyteeedrl,ColumnarTransposition,0.0722689075630252,d,e,a,n,r,y,l,s,g,de,ea,an,nr,ry
nmlyoxtapanxameocooimhixdeyemxitldtxndedex,ColumnarTransposition,0.0662020905923344,x,e,m,o,d,n,t,a,i,xe,em,mo,od,dn
xnwjkjfxwlcoidloqkmdiblxnc,MonoalphabeticSubstitution,0.043076923076923,x,l,n,w,j,k,c,o,i,xl,ln,nw,wj,jk
povplnjqklajmojeakruiopglxveproolqlqsnrcwnywhzvwjxkfuvmz,Vigenere,0.0383116883116883,o,l,p,v,j,n,q,k,r,ol,lp,pv,vj,jn
mwyuekalvhaweyzhayemzvjhlvlheavaqlxwzixhmvchlzekyseeg,MonoalphabeticSubstitution,0.0624092888243831,e,h,a,l,v,y,z,m,w,eh,ha,al,lv,vy
tuqrqdhiskjnppozrnirpdobwnnwvboljlyrqx,Vigenere,0.038406827880512,r,n,q,p,o,d,i,j,b,rn,nq,qp,po,od
weggovbrxqeldaydkbuzipjupszqlmtvjcecsmayzbpuzpovvb,Vigenere,0.033469387755102,v,b,z,p,e,u,g,o,q,vb,bz,zp,pe,eu
mfisasedcitsfninttomrireeexsmedibllxueirfancxtcoifvaoxeonnaeblxnhsoaheox,ColumnarTransposition,0.0582942097026604,e,i,n,o,x,s,a,f,t,ei,in,no,ox,xs
qizzmrhhitapxhygrivipjyre,MonoalphabeticSubstitution,0.05,i,r,h,z,p,y,q,m,t,ir,rh,hz,zp,py
svpfacowosyrosaawnbtafzosdbs,MonoalphabeticSubstitution,0.0661375661375661,s,a,o,f,w,b,v,p,c,sa,ao,of,fw,wb
waoydehxhecanbtxeratrwmbotfxiheo,ColumnarTransposition,0.0483870967741935,e,a,o,h,x,t,w,b,r,ea,ao,oh,hx,xt
tnrtaunpihhaasxsosisoafechsosu,ColumnarTransposition,0.0712643678160919,s,a,h,o,t,n,u,i,r,sa,ah,ho,ot,tn
rsaotobotessghcesxitnrwxmaraexntalix,ColumnarTransposition,0.0555555555555555,s,a,t,x,r,o,e,i,n,sa,at,tx,xr,ro
wblvhgmxgmblmaxybklmlmxibgmaxikhzkxllhytftghktgtmbhg,ceaser,0.0723981900452488,m,l,g,b,h,x,k,t,a,gm,lm,bl,hg,mx
dqlbtrofhdjyxhtvabkjkexhtubttbrsxgbaoxmqvnxztbrkwcywwig,Vigenere,0.0404040404040404,b,t,x,r,h,k,w,d,q,bt,tx,xr,rh,hk
nuiaxcoeaxonmpxcodetfihfaiarynettoghlerisnsrx,ColumnarTransposition,0.0464646464646464,n,i,a,x,o,e,t,r,c,ni,ia,ax,xo,oe
naeodreafnsiiexxidiyfnpdeaeefteehtfepeieeudrxesnhrieonftrrfntvtsoftldrgqsex,ColumnarTransposition,0.0778378378378378,e,f,n,r,i,t,d,s,x,ef,fn,nr,ri,it
fottlesfehtnitostodihaflfaaldlaalirnodgnwelghokeniebuettcdieoguireafbw,ColumnarTransposition,0.0587991718426501,e,t,o,l,i,a,f,n,d,et,to,ol,li,ia
uvczsvirkzfefwkvecfjvjrxffutyretv,ceaser,0.0606060606060606,v,f,r,e,u,c,z,k,j,uv,vc,cz,zs,sv
qymzumqgkkfgwwnsnvdhswnssfshvpwnsnvdhslssqsyonvomwnxy,MonoalphabeticSubstitution,0.0718432510885341,s,n,w,v,q,y,m,h,g,sn,nw,wv,vq,qy
ohanoesuwnspekkadohenolmtetcoi,ColumnarTransposition,0.0551724137931034,o,e,n,h,a,s,k,t,u,oe,en,nh,ha,as
eshbvcheregresammrihlizaatriumqhvihzhlbialserryucgcghlkr,MonoalphabeticSubstitution,0.0584415584415584,h,r,e,i,a,l,s,c,g,hr,re,ei,ia,al
tchbpgjiycghjwkvckixmtyzfcjatiqgrjnkvchgtrwvqodwjiyzp,Vigenere,0.0413642960812772,c,j,t,g,i,h,y,w,k,cj,jt,tg,gi,ih
bgdczlzknlrvydchzcyywrcnnbgdczewyyecqdwycrcsxydcrydc,MonoalphabeticSubstitution,0.0829562594268476,c,y,d,z,r,n,w,b,g,cy,yd,dz,zr,rn
zijjmfxyqalfncebbvmlwxiyaqbqzngkdosfbdbhrezmfyqczrfxy,Vigenere,0.0384615384615384,f,b,z,y,q,m,x,i,j,fb,bz,zy,yq,qm
wumzqdjaamumjqeyhjmtuaueqmfyzdjexjemfygfujetyddjicdqtyhmfy,MonoalphabeticSubstitution,0.0647307924984876,m,j,y,u,d,e,q,f,a,mj,jy,yu,ud,de
ogugdhvvocatrofhuuzwimwvwyflgowssfifewbptgwexsdtzrszyjgl,Vigenere,0.0402597402597402,w,g,o,f,s,u,v,t,z,wg,go,of,fs,su
wtinmontigifingeailgtesraloxsnta,ColumnarTransposition,0.064516129032258,i,t,n,g,a,o,e,l,s,it,tn,ng,ga,ao
aoemiwuoxooeeadlnletiiroqcxnsbvmeeeurnlhrhotd,ColumnarTransposition,0.0555555555555555,e,o,i,l,n,r,a,m,u,eo,oi,il,ln,nr
ulkorhaoyxulejtqkpnjuldcikvbnxqcvfklunnwhsvmhrmhhnlukoajluwt,Vigenere,0.043502824858757,u,l,k,h,n,o,j,v,r,ul,lk,kh,hn,no
tjpmgrehijdijmgrvgtijfrhh,MonoalphabeticSubstitution,0.0666666666666666,j,g,r,h,i,t,m,p,e,jg,gr,rh,hi,it
bnzqauymlcxztxnxypuvngwlnnypydnlzudjyqinxkjyiwlshofsbi,Vigenere,0.0447239692522711,n,y,l,x,z,u,i,b,q,ny,yl,lx,xz,zu
enocrirxeeuesgoxdnataeixnomahhfxpchrendxdennuvat,ColumnarTransposition,0.0602836879432624,e,n,x,a,o,r,d,h,c,en,nx,xa,ao,or
ymjijanqhfshnyjxhwnuyzwjktwmnxuzwutxj,ceaser,0.0555555555555555,j,n,w,y,h,x,u,m,z,zw,ym,mj,ji,ij
gaqrpfahshukjatguhqgfiror,MonoalphabeticSubstitution,0.05,g,a,r,h,q,f,u,p,s,ga,ar,rh,hq,qf
nvsiavgniwedmq,Vigenere,0.0329670329670329,n,v,i,s,a,g,w,e,d,nv,vi,is,sa,ag
dbtscsclteydnalahrcoaeanlaaiunlhooulblex,ColumnarTransposition,0.0615384615384615,l,a,c,e,n,o,d,b,t,la,ac,ce,en,no
mikjoltqesforkcwmsfxkmcksf,MonoalphabeticSubstitution,0.0523076923076923,k,m,s,f,o,c,i,j,l,km,ms,sf,fo,oc
bquhfiahwqpwvcrguubuhgqhu,MonoalphabeticSubstitution,0.0733333333333333,u,h,q,b,w,g,f,i,a,uh,hq,qb,bw,wg
hgxfnlmxbmaxktvvximlhfxmaxhkrhkxelxuxebxoxhgxlhpgbglmbgvmhkyheehpmaxphkewlhibgbhg,ceaser,0.0762345679012345,x,h,g,m,l,b,k,e,a,hk,hg,ma,ax,lh
arqqfyuiubwpyvcxyqjskqmpgtnlxtlmmktqlamijlvmlducarafuwww,Vigenere,0.0409090909090909,q,m,l,a,u,w,y,t,r,qm,ml,la,au,uw
thwoqluesshspgqvfonhpbjzhwnkxhojcuuhvoshttqxhlbiuuxdkssefpk,Vigenere,0.0479251899473991,h,s,u,o,t,q,p,k,x,hs,su,uo,ot,tq
jminrinehlfkcitpnaobukvobcadfgtookjizbsydiyfblvdsxfdaypsu,Vigenere,0.0350877192982456,i,f,o,b,d,n,k,a,s,if,fo,ob,bd,dn
ryysgujqcybqdsqflcjbbjbqtjywmulyljxydmyjeydacygqachl,Vigenere,0.0656108597285067,y,j,q,c,b,l,d,s,g,yj,jq,qc,cb,bl
gccsvcqmubygqjnusthczzcfdksvqoqskdcgqobyoqwqtcoqsoqjqfluxvq,MonoalphabeticSubstitution,0.0660432495616598,q,c,s,o,g,v,u,b,y,qc,cs,so,og,gv
xlivimwrsxlmrkwsfmxxivxlexetexmirxqmrhgerrsxjmrhwsqiwspegijsvmx,ceaser,0.0732206861239119,x,m,r,i,s,e,w,l,v,xl,mr,ws,iv,rs
tebktbxobklqprobtbxobxifsb,ceaser,0.0953846153846153,b,t,x,o,k,e,l,q,p,bx,ob,bk,tb,xo
nyfszuvjyzjkzdvkrjkvjkyvjnvvkfwyfevpzekyvjrckzvjkkvrireukyflxyyvwrivjnzkyjcfnvjkwvvkafpilejkfdvvkyzduirnzexevri,ceaser,0.0779688779688779,v,k,j,y,z,f,r,e,n,vj,jk,ky,vk,yf
nfdwdedtnxbekfktknfdfdknpkeluadktkacdnfdkngxeifdtd,MonoalphabeticSubstitution,0.0955102040816326,d,k,n,f,e,t,x,a,w,dk,kn,nf,fe,et
itayfedjcitfojrnfxpkrojvzinhjjsrzavdwmynfnsysclryhqngyhjmp,Vigenere,0.0393224440411373,j,y,n,f,r,i,h,s,t,jy,yn,nf,fr,ri
wuwknoocgetfonnyiceoanhradroutexlerx,ColumnarTransposition,0.0492063492063492,o,n,e,r,w,u,c,t,a,on,ne,er,rw,wu
jjjxfmtltxlmyswkcgqstfcwjfxcpgwzisgukceyysbryuwdiucwetdhltyrfme,Vigenere,0.0409626216077829,t,y,w,c,j,f,s,x,m,ty,yw,wc,cj,jf
lbsetomttxoitehabuhonnggegwegxdetsx,ColumnarTransposition,0.0605042016806722,e,t,g,o,x,b,s,h,n,et,tg,go,ox,xb
aarnvxllthdxskvhweteeearrlisexiotehx,ColumnarTransposition,0.0619047619047619,e,x,a,r,l,t,h,v,s,ex,xa,ar,rl,lt
ivglsvmdbimijhkgekobmijywntyhkofgeogtjexmpledafwho,Vigenere,0.0383673469387755,i,g,m,e,o,j,h,k,v,ig,gm,me,eo,oj
btawftbttkftrmusdtjawfhucqlftcwqvuqcqfshcwacwjjtkofttkbfwytlhvtftukjqvtftqvtmwkocqftqrvtcwahlfhmtbmurysk,MonoalphabeticSubstitution,0.0715085884988797,t,f,w,q,c,k,u,h,v,tf,fw,wq,qc,ck
jspwklxcfelmioolphkxierrsghstwdujflsqovnelkmadoym,Vigenere,0.0340136054421768,l,s,o,k,e,m,j,p,w,ls,so,ok,ke,em
taaacpwxheoxhdmxcttahdnnesdhapexoohd,ColumnarTransposition,0.0698412698412698,a,h,x,d,t,e,o,c,p,ah,hx,xd,dt,te
nupauxsdpeoaemaycxtnhlexdhnlixfwrrpxecsllxooeafr,ColumnarTransposition,0.0487588652482269,x,e,a,l,n,p,o,r,u,xe,ea,al,ln,np
vskwzzuwjshvsrsjwzvwgris,ceaser,0.0869565217391304,s,w,v,z,j,r,k,u,h,vs,wz,sk,kw,zz
onexmsyxidelecoxtrvaworxehextadxhdnx,ColumnarTransposition,0.0666666666666666,x,e,o,d,n,t,r,a,h,xe,eo,od,dn,nt
aneuiexahlshsxanoaetkpeeyladpcwdlherdrsgaxeavrmvx,ColumnarTransposition,0.0561224489795918,a,e,x,h,l,s,d,r,n,ae,ex,xh,hl,ls
eshesxrweehxmihhneoteatxtwndexhasbnx,ColumnarTransposition,0.0825396825396825,e,h,x,s,n,t,w,a,r,eh,hx,xs,sn,nt
kidjbhjujiywgtndhnjyijihde,MonoalphabeticSubstitution,0.0738461538461538,j,i,d,h,y,n,k,b,u,ji,id,dh,hy,yn
mywihxsxviqfpijvsqrivziwwsfehpcxlexxlisrpcaecmgsyphlsphqcliehwxiehcaewxspsaivqcglmrtvegxmgeppcxsqcgliwxerhpssoytexfskmixlexaewxlifikmrrmrksjxlipsso,ceaser,0.0569378436306029,x,s,i,e,p,l,c,m,w,xl,li,wx,xs,eh
zgsstegmjvjlccgoloscjrdclmos,MonoalphabeticSubstitution,0.0661375661375661,s,c,g,j,l,o,m,z,t,sc,cg,gj,jl,lo
pgdredpnuodeairhetcmescxoonorhaicreerterpthpahax,ColumnarTransposition,0.0638297872340425,e,r,p,o,a,h,d,t,c,er,rp,po,oa,ah
sdenidxrvseerxsrcdrocdtehfneipnaotntoebcpeuihedux,ColumnarTransposition,0.0603741496598639,e,d,n,r,s,i,x,c,o,ed,dn,nr,rs,si
fcxtljxktbobxylrqqlmolzbbaqlebobubzrqflkpebtlriaabjxkaxifqqibqfjbqlmbocbzqeboqlfibq,ceaser,0.0758154569497502,b,q,l,f,x,o,a,i,t,bo,ql,eb,bq,tl
xschopingjhbcevordttepxtretdqppddpyiocxtrpetklmcwk,Vigenere,0.0489795918367346,p,t,c,e,d,x,o,r,h,pt,tc,ce,ed,dx
qrpdqzkrkdvqrwvdwlqwkhdvvhpeolhvriphqfdqnqrzwkholjkwrggdqgxqfhuwdlqzdbvlqzklfkghflvlrqvduhriwhqduulyhgdw,ceaser,0.0657206870799103,q,d,h,l,r,v,w,k,g,qr,dq,qz,lq,zk
sdcdrowywoxdiyedrsxuiyemkxddrkdiyebokvsjoiyemkx,ceaser,0.0638297872340425,d,y,o,x,i,e,k,s,r,iy,ye,dr,xd,di
cbqxcbctxnbbktffsxuvobruvqbjmkgbhhgbxcthhhbucbqmtkmcbqmtjucjxovsucgcjfcgtxwshhtkrxuqvkmhafhvxbruvvyt,MonoalphabeticSubstitution,0.0606060606060606,b,c,h,x,t,u,v,q,k,bc,ch,hx,xt,tu
sbdiindhhnoatetdahneiweetkehaamttedheennsx,ColumnarTransposition,0.0859465737514518,e,n,h,t,d,a,i,s,b,en,nh,ht,td,da
fhohhvuitwkghbhqvunghbhfhgivunghzbdmuivsnbhhomgiwhqnodthncbvodlnghbdqumghbhnghzdcbohdlnghsbhhntquhq,MonoalphabeticSubstitution,0.0859616573902288,h,g,b,n,u,d,o,v,q,hg,gb,bn,nu,ud
glrfcdyacmdslacpryglrwrfcpcgqlmrfgleupmleugrffmnc,ceaser,0.0671768707482993,l,r,c,g,f,m,p,d,y,rf,gl,lr,fc,ac
pdfinggrazssnopnstzgufipwduo,MonoalphabeticSubstitution,0.0476190476190476,p,n,g,s,d,f,i,z,o,pn,ng,gs,sd,df
pvyklmnavbvcosjpdinvbhgeomqkxlldllvkprzgwzraqmvtj,Vigenere,0.0374149659863945,v,l,p,k,m,n,a,b,o,vl,lp,pk,km,mn
tvdyxnaaaxlgtusfodhlichuxtrollefogeneosxodndxhitrx,ColumnarTransposition,0.0497959183673469,x,o,t,d,l,n,a,h,e,xo,ot,td,dl,ln
ftqymzumarftuzwuzsdqzpqdeazqgzrufradqhqdkmofuhufk,ceaser,0.0620748299319727,q,z,u,f,d,m,a,r,t,ft,uz,dq,qd,uf
vdgcjkzvwviyjitzrcjziozmczmz,ceaser,0.074074074074074,z,v,c,j,i,m,d,g,k,cj,zm,vd,dg,gc
rpmcowcewjufvkowmcujzkvucprokdowgutwvikdcvlczlpkokow,MonoalphabeticSubstitution,0.0610859728506787,c,o,w,k,u,v,p,r,m,co,ow,wk,ku,uv
rtpeiyvlleqetipdtsqpdektiueicqecjtnivkqetynslrnpdnppnyypdeqixnsl,MonoalphabeticSubstitution,0.0639880952380952,e,p,t,i,n,q,y,l,d,ep,pt,ti,in,nq
zxgbnlblxmxkgteitmbxgvx,ceaser,0.075098814229249,x,g,b,l,m,t,z,n,k,xg,zx,gb,bn,nl
veleoereilbnorteleeomvtdiretidihnlaidyetopihtmhfoenaneirsttowshtehehma,ColumnarTransposition,0.0770186335403726,e,t,i,o,h,l,r,n,m,et,ti,io,oh,hl
trwaulaurttfrdjsudbpbuoxjdudxsdwtbjpztxvalxiiym,MonoalphabeticSubstitution,0.0490286771507863,t,u,d,x,r,a,j,b,w,tu,ud,dx,xr,ra
pjtygaecsrjfpcegufkvbvtqjqgvusbtlyozevwrzylqzrtabuevifxnap,Vigenere,0.0350877192982456,v,t,e,p,j,y,g,a,r,vt,te,ep,pj,jy
xcwwxccolrhcriurmkhlyrdipdchzhduavhtloyiqgymhyrbsuefavhlj,Vigenere,0.0426065162907268,h,c,r,l,y,i,u,d,x,hc,cr,rl,ly,yi
astiedaafxunobrhuesxsthonirnoxbamdresnoxsleaihfrmxelrhttoaaxhiensntwrxltoteeesrt,ColumnarTransposition,0.0639240506329113,e,t,a,s,x,r,n,o,h,et,ta,as,sx,xr
faqabxagmfwddytfwdkxalikxkx,MonoalphabeticSubstitution,0.0626780626780626,a,x,f,d,k,w,q,b,g,ax,xf,fd,dk,kw
pidzpsnncraidbjijtdsokjebratnczrqsttwrakzdskoskkjes,MonoalphabeticSubstitution,0.0517647058823529,s,k,d,r,j,t,i,z,n,sk,kd,dr,rj,jt
ohafvalmvdqbdmuvfxwbpal,MonoalphabeticSubstitution,0.0434782608695652,a,v,f,l,m,d,b,o,h,av,vf,fl,lm,md
ufjgmfhierfcdnppfmnkfcchierfhdzphdncrfzuhgmzcamcihskegnk,MonoalphabeticSubstitution,0.0571428571428571,f,h,c,m,n,g,i,e,r,fh,hc,cm,mn,ng
siirtomnextomtdnrtnthwohyraitlaenoebmiwllresaeoaetlcgnhefrhiedteeodohe,ColumnarTransposition,0.0679089026915113,e,t,o,i,r,n,h,a,l,et,to,oi,ir,rn
nxfwmungmjizkjlzfozjfkupkzlxiigxjfgufjiubbgmzsuqginutgmquxlj,MonoalphabeticSubstitution,0.0587570621468926,u,g,j,f,i,z,x,m,n,ug,gj,jf,fi,iz
hinbchaunuffqcffvyunnygjnyxczuffjimmcvfyivdywncihmgomnzclmnvyipylwigy,ceaser,0.0592497868712702,n,y,f,i,c,m,u,v,h,ff,un,uf,vy,ny
nnhsxnoaexisarypydwaaamerntnexdlscxarynxaagsxmliex,ColumnarTransposition,0.070204081632653,a,x,n,s,e,r,y,i,d,ax,xn,ns,se,er
octaxgeoinmkehxroikxflhrxehsmegrfnssfwox,ColumnarTransposition,0.05,x,o,e,h,r,f,s,g,i,xo,oe,eh,hr,rf
fobbfexglorehcwcxuorhoyglomczdnrefpehommrmbdrsfqpfrqoaiykereh,Vigenere,0.0502732240437158,o,r,e,f,h,m,b,c,x,or,re,ef,fh,hm
hvsfswgorwjwbwhmhvohgvodsgcifsbrgfciuvvskhvsavckkskwzz,ceaser,0.060796645702306,v,s,h,w,g,k,f,o,c,hv,vs,fs,vo,ci
tsnxxpdxasexheixpasxhecxdiaxemnxtrtoadex,ColumnarTransposition,0.0948717948717948,x,e,a,t,s,d,n,p,h,xe,ea,at,ts,sd
reooxrsorxurplaohaothetrtdthfeytrnx,ColumnarTransposition,0.0756302521008403,r,o,t,e,x,h,a,s,u,ro,ot,te,ex,xh
hdryehnxesnwwwrxlldgtanxwewraecxbowieslgsneertixradneilxhrootduxeuinshoxodebhdgx,ColumnarTransposition,0.060126582278481,e,x,d,r,n,w,h,o,s,ex,xd,dr,rn,nw
ufueqmeuqdfaegbbdqeeftqrudefpqeudqftmzfaemfuerkmxxftmfraxxaiuf,ceaser,0.0803807509254362,f,e,u,q,m,d,a,x,t,ft,uf,fu,ue,eu
ovxcvlloqerbvfdecocmtvzvgql,MonoalphabeticSubstitution,0.0598290598290598,v,o,c,l,q,e,x,r,b,vo,oc,cl,lq,qe
wxcadvyncbbxdwmfqnwcqnrvyxacjwcmnlrbrxwbxoxdauronjanvjmnmnbcrwhrbvjmntwxfwbrunwcuh,ceaser,0.061427280939476,n,w,x,c,b,r,m,a,v,mn,wc,wx,vy,bx
pwhxqbjkldjlkqbqqcqtbjfxxjhxqrulshuruttkrpjhprktbjwqjhpqkrut,MonoalphabeticSubstitution,0.0661016949152542,q,j,h,k,t,r,p,x,b,qj,jh,hk,kt,tr
rugrwdazprwylybhbxrugrwdazprwylyfweetzyrgerdbe,MonoalphabeticSubstitution,0.0676328502415458,r,w,y,e,g,d,z,b,u,rw,wy,ye,eg,gd
ukqskjtjepqcfrcevjkykgdzycdxboxlcwddezpekigooixduoavlrbyt,Vigenere,0.0363408521303258,k,d,e,c,o,j,y,x,u,kd,de,ec,co,oj
thlanxlemrexstacryifrlelwerarahouiit,ColumnarTransposition,0.0571428571428571,r,l,a,e,t,i,h,x,n,rl,la,ae,et,ti
udnnpjpaiviupkopxwpozycjo,MonoalphabeticSubstitution,0.0566666666666666,p,o,u,n,j,i,d,a,v,po,ou,un,nj,ji
rigiwwmxcmwrsxeriwxefpmwlihjegxfyxermrxivtvixexmsr,ceaser,0.0751020408163265,x,r,i,w,m,e,g,s,f,xe,ri,iw,mw,er
